row_id,COUNTRY_CODE,COUNTRY_NAME,screening_tier,signal_count,is_verify,trigger_reason,signal_attention,signal_longstring,signal_mahalanobis,signal_odd_even,veto_any,veto_all_missing,veto_gibberish,attention_number_fail,attention_response_fail,attention_any_fail,ls_max_run,md_score,oe_r,BENEFIT_OPEN,TRUST_OPEN,ATTCHECK_NUMBER,ATTCHECK_RES,DEM_AGE,DEM_GENDER,DEM_EDU,DEM_AGEGRP,COUNTRY_CONT,final_decision
970,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,42.0,3.1390244770556905,,NA,"They are well educated and have knowledge in their field,, being open to others opinions",213,1,42,0,4,40-49,Australia/Oceania,
994,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.681341479477515,-1.0,-99,NA,213,1,NA,1,4,NA,Australia/Oceania,
996,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.355934854978698,-1.0,-99,NA,213,1,NA,1,4,NA,Australia/Oceania,
1003,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.76646166647398,-1.0,NA,-99,213,1,39,1,4,30-39,Australia/Oceania,
1006,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.667807083902277,-1.0,-99,NA,213,1,34,1,4,30-39,Australia/Oceania,
1007,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.270932895859338,-1.0,-99,NA,213,1,28,1,4,18-29,Australia/Oceania,
1010,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.518457953007515,-1.0,NA,-99,213,1,26,1,4,18-29,Australia/Oceania,
1015,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.659866668704207,-1.0,NA,-99,213,1,35,0,4,30-39,Australia/Oceania,
1016,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.439124822312105,-1.0,NA,-99,213,1,19,0,4,18-29,Australia/Oceania,
1022,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.978229900738514,-1.0,NA,-99,213,1,21,0,4,18-29,Australia/Oceania,
1066,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,42.0,2.2422037563520694,,NA,have no idea,213,1,69,0,3,60+,Australia/Oceania,
1324,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,6.0,4.182998957875356,-1.0,NA,-99,213,1,35,1,4,30-39,Australia/Oceania,
1327,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.521089861138564,-1.0,-99,NA,213,1,36,1,4,30-39,Australia/Oceania,
1331,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.59743731481719,-1.0,-99,NA,213,1,39,1,4,30-39,Australia/Oceania,
1364,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,40.0,5.249040947855469,0.6324555320336759,None,NA,213,1,40,0,3,40-49,Australia/Oceania,
1369,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,33.0,3.6996428221020223,1.0,To be aware of what might happen in the future,NA,213,1,61,0,4,60+,Australia/Oceania,
1384,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.712501144834159,-1.0,NA,-99,213,1,46,1,4,40-49,Australia/Oceania,
1422,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,49.0,6.608195560787208,,NA,their theory and believes,213,1,19,NA,2,18-29,Australia/Oceania,
1461,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.727473973516882,-1.0,"We've come a long way since we lamented how helpless ancient people were. The early deaths of countless children are still caused by factors such as poverty and sickness. According to the World Health Organization, in 2019, more than 5 million children under the age of 5 died from causes that may have been avoided or treated. Knowledge is power, and experts may be better able to address issues like poor sanitation and food insecurity if they have access to data pointing to their origins. The findings of scientific studies on childhood cancer and other health hazards may be useful to medical practitioners.
",NA,213,1,41,1,4,40-49,Australia/Oceania,
1467,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.845809160283571,-1.0,NA,"To use research as a tool to persuade others to change their views is not a scientific approach. As a consequence, you'll be able to analyse situations with more nuance. You will learn how to analyse massive datasets as part of your scientific training. You improve your ability to evaluate information and determine whether further investigation is required. A person's analytical abilities might be useful in many different industries.",213,1,42,1,4,40-49,Australia/Oceania,
1531,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,9.0,9.93384707304379,,Good,NA,213,1,22,NA,2,18-29,Australia/Oceania,
1532,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,5.0,12.079635782658317,-0.15811388300841897,NA,"The facts, statistics, logic",213,1,25,0,3,18-29,Australia/Oceania,
1562,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,41.0,4.617162801931188,,I think we all benefitin h3 long run,NA,213,1,48,0,3,40-49,Australia/Oceania,
1572,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,39.0,6.608195560787208,,The government politicians benefit for graft,NA,213,1,64,1,4,60+,Australia/Oceania,
1669,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,5.045567011711967,-1.0,"Scientists have the most professional knowledge and put forward many insights are very rigorous, while more is to carry out a long period of research to get.",NA,213,1,48,0,4,40-49,Australia/Oceania,
1674,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.667967357026095,-1.0,"Scientists are more about conducting research, and they go through a very long period of time before they can get an accurate answer, which is the most convincing.",NA,213,1,52,1,4,50-59,Australia/Oceania,
1675,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.717418711366233,-1.0,NA,"Scientists have been exploring and studying, and are after a lot of analysis to come to a conclusion, is certainly very valuable and credible.",213,1,59,0,3,50-59,Australia/Oceania,
1677,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,33.0,2.3821081075538713,,Not sure,NA,213,1,24,0,4,18-29,Australia/Oceania,
1679,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.7049352782295495,-1.0,NA,"More than anything else, the development of the recommended data information gives us more confidence in the scientists' expertise.",213,1,56,1,2,50-59,Australia/Oceania,
1714,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.445790755165159,-1.0,"Basically humans benefit the most, allowing us to help enhance society through scientific experiments.",NA,213,1,48,1,3,40-49,Australia/Oceania,
1715,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,46.0,7.70449543391849,,I give up,NA,213,1,71,1,3,60+,Australia/Oceania,
1776,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,2.0,4.384265866379603,-1.0,The interests of the people are greatest and life is better,NA,213,1,32,0,4,30-39,Australia/Oceania,
1779,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,2.0,4.982239956600155,-1.0,NA,"The most critical thing is the information of data from scientific research, and some results can help people to better improve the quality of life.",213,1,41,0,4,40-49,Australia/Oceania,
1780,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.739152857271889,-1.0,I think what will benefit the most is the air technology that will enhance the safety of air flight more and help people move forward better.,NA,213,1,56,1,4,50-59,Australia/Oceania,
1784,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,6.251256118927408,-1.0,NA,"Scientists have researched many results that are used in real life and can allow us to improve the quality of technology, so it is the most trustworthy.",213,1,38,0,4,30-39,Australia/Oceania,
1799,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.4931179169713396,-1.0,NA,"In my opinion, the reason why scientists are trusted by more people is mainly because the scientific research results of their research are very convincing and can be more applied to practice.",213,1,36,0,4,30-39,Australia/Oceania,
1845,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,42.0,2.34017425256623,,NA,Pure fact,213,1,61,1,3,60+,Australia/Oceania,
1847,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,6.0,9.563830770050846,0.5521576303742327,NA,"I am not too sure. I don't have much insight into what being a scientist entails other than what I briefly and superficially see on social media and hear from others. I just hold hope that the strict ethical and research standards are upheld doing research, and only trust source that come from ""gov"" sites or science journals",213,1,24,0,4,18-29,Australia/Oceania,
1849,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,3.0,9.596300423117276,-0.14638501094227999,Idk,NA,213,1,36,0,4,30-39,Australia/Oceania,
1884,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,14.0,11.605434390831679,0.6,NA,"Long time proof and consistency 
",213,1,45,1,3,40-49,Australia/Oceania,
1949,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,46.0,5.071374299732538,,NA,Proven proof of research,213,1,44,0,4,40-49,Australia/Oceania,
1967,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,38.0,5.593927783452037,0.9438798074485389,NA,It makes a scientist trustworthy by releasing a true statement not just a false information,213,1,21,0,4,18-29,Australia/Oceania,
2054,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,57.0,2.2422037563520694,,NA,when you saw them working very hard for their experiment to have a good result,213,1,40,0,4,40-49,Australia/Oceania,
2228,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,57.0,2.7323707112063667,,NA,Not sure,213,1,29,0,3,18-29,Australia/Oceania,
2293,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,42.0,2.7323707112063667,,knowledge because its important,NA,213,1,42,1,4,40-49,Australia/Oceania,
2299,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,71.0,6.608195560787208,,-99,NA,213,1,28,0,3,18-29,Australia/Oceania,
2306,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,16.0,5.978327855848487,-1.0,NA,"Adherence to scientific principles, transparency, objectivity, excellent communicator, non judgemental, humble, outcomes focussed, passionate but not dogmatic, references sources of thought, separates knowledge from ego, understands fundamental epistomological axioms.",213,1,43,1,4,40-49,Australia/Oceania,
2337,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,15.0,4.399018153405056,-1.0,NA,ItÕs based on facts,213,1,30,0,4,30-39,Australia/Oceania,
2436,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.040603318374606,-1.0,-99,NA,213,1,21,1,4,18-29,Australia/Oceania,
2440,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.645316966069846,-1.0,NA,-99,213,1,25,1,4,18-29,Australia/Oceania,
2455,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,5.069485989691273,-1.0,"Businesses, provide a lot of science and technology so that they can get more profits",NA,213,1,41,1,4,40-49,Australia/Oceania,
2473,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,3.932963610815366,-1.0,-99,NA,213,1,44,1,4,40-49,Australia/Oceania,
2474,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.087689927850118,-1.0,NA,-99,213,1,44,1,4,40-49,Australia/Oceania,
2475,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,5.0,3.9333590381312904,-1.0,-99,NA,213,1,44,1,4,40-49,Australia/Oceania,
2479,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.414223391492614,-1.0,-99,NA,213,1,44,1,4,40-49,Australia/Oceania,
2531,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,35.0,3.5789700809089826,,The tech companies. We donÕt seem to make half as many gains in the medical world as we do I. The technological world sadly,NA,213,1,41,0,4,40-49,Australia/Oceania,
2538,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,2.0,10.877781225440843,0.652847726106847,I'm not sure why sorry,NA,213,1,22,0,4,18-29,Australia/Oceania,
2558,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,54.0,3.6100645929131523,,I dont know anything much about science,NA,213,1,40,0,4,40-49,Australia/Oceania,
2563,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,7.0,10.41685170871081,-0.09637388493048533,The people with science jobs,NA,213,1,18,1,3,18-29,Australia/Oceania,
2585,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,15.0,12.262306612782663,-0.034482758620689655,"Technology is the biggest benefit in my opinion whether it be a device for consumers or medical science used to help people
",NA,213,1,30,0,3,30-39,Australia/Oceania,
2614,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.2198516523750325,-1.0,We do not have modern medicine for all new diseases.,NA,213,1,41,0,4,40-49,Australia/Oceania,
2671,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,5.50351485386078,-1.0,"In terms of chemical composition, science had been instrumental in the development of numerous biotech industries and benefitted the most over the time period",NA,213,1,40,1,4,40-49,Australia/Oceania,
2710,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,6.0,4.643900287886341,-1.0,I don't. know about this,NA,213,1,29,0,3,18-29,Australia/Oceania,
2728,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,7.0,10.107045244118499,0.48245064067700766,NA,"With all the statistics and information they provide
",213,1,19,0,3,18-29,Australia/Oceania,
2755,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,13.0,11.087755663952953,0.0,All of humanityÉ itÕs what excels us forward if the mind can conceive it science will achieve it,NA,213,1,35,1,3,30-39,Australia/Oceania,
2771,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,57.0,2.7323707112063667,,health services,NA,213,1,42,1,3,40-49,Australia/Oceania,
2777,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,57.0,2.34017425256623,,To find away to get vaccancation  what else we can find cures for cancers,NA,213,1,64,0,3,60+,Australia/Oceania,
2793,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,56.0,2.144579809155359,,NA,I don't know,213,1,40,0,3,40-49,Australia/Oceania,
2806,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,2.0,10.08126144016139,-0.41522739926869984,Because it helps us understand thongs,NA,213,1,36,0,3,30-39,Australia/Oceania,
2813,AUS,Australia,HIGH,2,0,mahalanobis_outlier;odd_even_low,0,0,1,1,0,0,0,0,0,0,5.0,11.50825388563279,-0.8881716301507393,NA,Trusted sources,213,1,18,1,3,18-29,Australia/Oceania,
2875,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,12.0,10.25591472859469,,NA,How accurate they are at solving problems that arise in science.,213,1,33,1,3,30-39,Australia/Oceania,
2890,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,5.0,4.220184769055219,-1.0,-99,NA,213,1,34,1,4,30-39,Australia/Oceania,
2957,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,57.0,8.98714009464638,,"Kids  they're smart

",NA,213,1,66,1,3,60+,Australia/Oceania,
2962,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,57.0,4.617162801931188,,NA,His background and qualifications,213,1,22,1,3,18-29,Australia/Oceania,
2969,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,32.0,7.19556731895895,,Cause it's better,NA,213,1,31,0,3,30-39,Australia/Oceania,
2998,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,42.0,2.2422037563520694,,Idk,NA,213,1,28,0,3,18-29,Australia/Oceania,
3057,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,7.8056737986446265,-0.9429903335828895,Then the next few days ago and I will be in the morning and I will be in the morning,NA,213,1,25,1,4,18-29,Australia/Oceania,
3063,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,9.0,3.7618970553664903,-1.0,NA,When they have evidence to back up what they are saying or trying to prove,213,1,21,0,3,18-29,Australia/Oceania,
3094,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,42.0,2.3387389266270087,,NA,-99,213,1,55,0,4,50-59,Australia/Oceania,
3100,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,60.0,4.084542697963936,,NA,Knows all their facts and can back it up with explanations.,213,1,39,1,3,30-39,Australia/Oceania,
3115,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,12.0,3.4841351316155187,-1.0,NA,They are very smart as proffesionals in there occupation,213,1,20,1,3,18-29,Australia/Oceania,
3145,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,6.0,5.217112195162604,-0.8944271909999159,-99,NA,213,1,44,1,4,40-49,Australia/Oceania,
3149,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.171320564338054,-1.0,NA,The work of a scientist prove them trustworthy,213,1,36,1,4,30-39,Australia/Oceania,
3151,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.144172511479949,-1.0,NA,-99,213,1,35,1,4,30-39,Australia/Oceania,
3185,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,3.492114523798337,-1.0,Everyone science is one of the most important thing in the world it doesn't just tell us our the earth work bug there is so much health benefits in science,NA,213,1,24,0,3,18-29,Australia/Oceania,
3258,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,12.0,9.583352221940572,0.6418012510669561,NA,The only thing that can make a scientist semi trust worthy is another scientist with a different opinion so then you can listen or read their arguments and form your opinion on who to trust. Which is why the Government and media didn't let anyone with a health or science background talk about covid for years,213,1,35,1,3,30-39,Australia/Oceania,
3284,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,67.0,2.2319127525331774,,NA,The researches from their labs and the paper they published,213,1,36,1,4,30-39,Australia/Oceania,
3359,AUS,Australia,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,16.0,9.79261867800183,0.16609095970747995,"Science has always been here since the creation of the universe and our world, but science benefits all of mankind as it is the essence of our existence. All creation has been made with an equation",NA,213,1,32,1,4,30-39,Australia/Oceania,
3424,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,16.0,4.022723818043833,-1.0,NA,"Science doesn't interest me. It's not a proven guarantee as everyone or everything is different,  no 2 the same",213,1,48,0,1,40-49,Australia/Oceania,
3426,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,35.0,2.733558046600876,,IÕm not sure,NA,213,1,53,0,3,50-59,Australia/Oceania,
3463,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,5.298522780488783,-1.0,University students and government administrators,NA,213,1,51,1,4,50-59,Australia/Oceania,
3544,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,5.0,4.70545444493633,-1.0,-99,NA,213,1,44,1,4,40-49,Australia/Oceania,
3791,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,32.0,2.739016378530927,,Notsure,NA,213,1,49,0,3,40-49,Australia/Oceania,
3800,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,33.0,3.1202486528126783,,NA,Proven results.,213,1,59,0,3,50-59,Australia/Oceania,
3827,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,58.0,2.7323707112063667,,NA,cos oioianwfasfev,213,1,24,1,4,18-29,Australia/Oceania,
3866,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,5.0,4.328306561292094,-1.0,We lead a correct way of life.,NA,213,1,50,0,4,50-59,Australia/Oceania,
3897,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,57.0,1.0571374541144145,,NA,Scientist.Because they can improve their goals.,213,1,42,1,4,40-49,Australia/Oceania,
3930,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,6.7618145116555475,-0.9201575383978459,NA,They are very professional,213,1,29,1,4,18-29,Australia/Oceania,
3936,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,57.0,1.2736957030375533,,Scientist.Because they can improve their goals.,NA,213,1,42,1,4,40-49,Australia/Oceania,
3956,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.924048442797932,-1.0,Science has many and far-reaching benefits but different groups may get more out of it in different ways. We need to keep funding scientific research so that we can keep getting all of its benefits.,NA,213,1,58,0,4,50-59,Australia/Oceania,
3978,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.302566080316195,-1.0,NA,"They are so reliable and diligent in their service to us, I have no doubts in their ability to address and resolve any pressing medical or technological issues that may arise.",213,1,56,1,4,50-59,Australia/Oceania,
3979,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,5.0,4.111717301513175,-1.0,NA,Scientists are selfless individuals that put in a lot of effort and are always engaged in studies on novel topics that are beneficial to both humanity and the natural world.,213,1,54,1,4,50-59,Australia/Oceania,
3983,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,3.837571554711223,-1.0,NA,-99,213,1,59,1,4,50-59,Australia/Oceania,
4018,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.823378548046952,-1.0,-99,NA,213,1,19,1,4,18-29,Australia/Oceania,
4025,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.933440093141334,-1.0,-99,NA,213,1,57,1,4,50-59,Australia/Oceania,
4026,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,5.178856238684375,-1.0,NA,-99,213,1,56,1,4,50-59,Australia/Oceania,
